Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Perception of Tastes,Perception of Sounds,True,False,A cognitive process that involves the interpretation and organization of sensory information in order to understand the environment and respond appropriately.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Logical Reasoning,Personal Values,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Short-Term Memory,Ambivert,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Perception of Sounds,Long-Term Memory,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Long-Term Memory,Fear,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Self-efficacy Belief in Coping with Stress,Sadness,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Social Extraversion,Short-Term Memory,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Self-efficacy Belief in Coping with Stress,Personal Values,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Social Extraversion,Religious Values,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Mindfulness Meditation,Logical Reasoning,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Short-Term Memory,Religious Values,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,psychology,None
Real Gross Domestic Product (RGDP): The nominal GDP adjusted for inflation.,"Gross National Product (GNP): The total market value of all goods and services produced by a country's citizens and businesses, regardless of their location in the world.",True,False,Economic Growth: The increase in the production of goods and services in an economy over a certain period of time.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Producer Price Index (PPI): A measure of the average change over time in the selling prices received by domestic producers for their output.,Consumer Price Index (CPI): A measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.,True,True,"Inflation: The rate at which the general level of prices for goods and services is rising, and subsequently, purchasing power is falling.",Inflation,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Treasury Bonds: Direct obligations of the U.S. government.,Corporate Bonds: Debt securities issued by corporations.,True,False,Bonds: A type of investment in which an investor loans money to an entity (typically a government or corporation) which borrows the funds for a defined period of time at a variable or fixed interest rate.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Mortgage Rates: The annual interest rate charged to borrowers for mortgages.,Prime Rate: A benchmark interest rate that a primary bank uses to price its own commercial and industrial loans.,True,True,"Interest Rates: The percentage rate charged, expressed as an annual percentage of principal, by a lender to a borrower for the use of assets.",Interest Rates,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
"U6 Unemployment Rate: A broader measure of labor underutilization that includes not only the unemployed, but also those who are underemployed or have given up looking for work.",Long-Term Unemployment Rate: The percentage of the unemployed who have been jobless for 27 weeks or more.,True,True,Unemployment Rate: The percentage of the labor force that is without work but available for and seeking employment.,Unemployment Rate,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Dividend Payout Ratio: The percentage of earnings paid out as dividends.,Forward Dividend Yield: The next expected dividend payment divided by the current stock price.,True,True,Dividend Yield: A financial ratio that shows how much a company pays out in dividends each year relative to its stock price.,Dividend Yield,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
"Current Ratio: The ratio of current assets to current liabilities, which measures a company's ability to pay its short-term obligations.",Long-Term Debt-to-Equity Ratio: The ratio of long-term debt to equity.,True,False,Debt-to-Equity Ratio: A financial ratio that shows the relationship between a company's total liabilities and its shareholder equity.,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Real Gross Domestic Product (RGDP): The nominal GDP adjusted for inflation.,Gross Domestic Product (GDP): The total monetary or market value of all the finished goods and services produced within a country's geographic borders in a specific time period.,True,True,Economic Growth: The increase in the production of goods and services in an economy over a certain period of time.,Economic growth,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Earnings Before Interest and Taxes to Interest Expense (EBIT/Int): A more comprehensive interest coverage ratio that considers both operating and non-operating income.,Cash Flow Coverage Ratio: A measure of a company's ability to meet its interest obligations using its cash flow from operations.,True,True,Interest Coverage Ratio: A financial ratio that indicates the number of times a company's earnings before interest and taxes (EBIT) can cover its interest expenses.,Interest Coverage Ratio,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Forward Dividend Yield: The next expected dividend payment divided by the current stock price.,Trailing Dividend Yield: The most recent dividend payment divided by the current stock price.,True,True,Dividend Yield: A financial ratio that shows how much a company pays out in dividends each year relative to its stock price.,Dividend Yield,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Corporate Bonds: Debt securities issued by corporations.,Consumer Price Index (CPI): A measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
NASDAQ Composite: A stock market index of the common stocks and similar securities listed on the NASDAQ stock market.,Corporate Bonds: Debt securities issued by corporations.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
"Current Ratio: The ratio of current assets to current liabilities, which measures a company's ability to pay its short-term obligations.",Prime Rate: A benchmark interest rate that a primary bank uses to price its own commercial and industrial loans.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Price-to-Sales Ratio: A valuation ratio that compares a company's stock price to its revenue per share.,S&P 500: A market-capitalization-weighted index of 500 large companies having common stock listed on the NYSE or NASDAQ.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Prime Rate: A benchmark interest rate that a primary bank uses to price its own commercial and industrial loans.,Long-Term Unemployment Rate: The percentage of the unemployed who have been jobless for 27 weeks or more.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Treasury Bonds: Direct obligations of the U.S. government.,Forward Dividend Yield: The next expected dividend payment divided by the current stock price.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Forward Price-to-Earnings Ratio: The current share price divided by the estimated earnings per share for the next 12 months.,Consumer Price Index (CPI): A measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
"Gross National Product (GNP): The total market value of all goods and services produced by a country's citizens and businesses, regardless of their location in the world.",Mortgage Rates: The annual interest rate charged to borrowers for mortgages.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
"Current Ratio: The ratio of current assets to current liabilities, which measures a company's ability to pay its short-term obligations.",Price-to-Sales Ratio: A valuation ratio that compares a company's stock price to its revenue per share.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
Long-Term Unemployment Rate: The percentage of the unemployed who have been jobless for 27 weeks or more.,Long-Term Debt-to-Equity Ratio: The ratio of long-term debt to equity.,False,False,,,mistral-7b-instruct,lora_70b_en_v0_alt_v2,finance,None
