Text1,Text2,Generated Same Causal Variable,Predicted Same Causal Variable,Generated Variable Name,Predicted Variable Name,Data Generation Model,Prediction Model,Domain,Explanation
Libertarian,White-collar worker,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,sociology,"false  NaN  NaN  The texts do not describe the same causal variable.  Data Generation Model: gpt-3.5-turbo, Mistral-7b-instruct, Mixtral-8x7b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22b-instruct, Mixtral-8x22"
Extended family,Anarchist,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model"
Master's degree holder,Suburban area,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model"
Rural area,Professional,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,  Domain: sociology ||

Data Generation Model: gpt-3.5-turbo,"
Female,Single individual,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,sociology,"1.0, true, ""Demographic characteristics"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3"
Single-parent household,Middle-aged adult,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,sociology,"false, NaN, NaN,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false,  false"
Master's degree holder,Hispanic,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model"
Master's degree holder,Below poverty line,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,sociology,"false  NaN  NaN  The two texts do not describe the same causal variable.,  The two texts are not similar.,  Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model: gpt-3.5-turbo,  Domain: sociology

Data Generation Model"
drive,initiative,True,True,Motivation,Motivation,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
dutifulness,achievement-striving,True,True,Conscientiousness,Conscientiousness,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
self-worth,self-confidence,True,,Self-Esteem,,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,"1.0, true, ""Self-Esteem"", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values and respects themselves."", ""The degree to which an individual values"
initiative,goal-directed behavior,True,,Motivation,,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,"1. ""initiative"", ""goal-directed behavior"", true, ""motivation"", ""The tendency to initiate and maintain goal-directed behavior."", ""The reason or inspiration for a particular action or behavior."", ""The process of generating and evaluating ideas or solutions."", ""The ability to generate, evaluate, and implement ideas or solutions."", ""The ability to generate, evaluate, and implement ideas or solutions."", ""The process of generating and evaluating ideas or solutions."" 2. ""initiative"", ""self-efficacy"", true, ""motivation"", ""The tendency to initiate and maintain goal-directed behavior."", ""The confidence in one's ability to perform a task or achieve a goal."", ""The process of generating and evaluating ideas or solutions."", ""The ability to generate, evaluate, and implement ideas or solutions."", ""The ability to generate, evaluate, and implement ideas or solutions."", ""The process of generating and evaluating ideas or solutions."" 3. ""initiative"", ""intrinsic motivation"", true,"
vulnerability,anger,True,,Neuroticism,,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,"1.0, true, ""Emotion"", ""Emotion refers to a strong feeling or emotion, such as happiness, sadness, or anger. It is a natural instinctive state of mind, but it can also be shaped by one's culture, upbringing, and personal experiences. Emotions influence how people perceive and interact with the world around them."", ""Emotion refers to a strong feeling or emotion, such as happiness, sadness, or anger. It is a natural instinctive state of mind, but it can also be shaped by one's culture, upbringing, and personal experiences. Emotions influence how people perceive and interact with the world around them."", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-3.5-turbo"", ""Data Generation Model: gpt-"
enthusiasm,excitement-seeking,True,True,Extraversion,Emotional Arousal,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
intellectual curiosity,aesthetic sensitivity,True,True,Openness to Experience,Openness to experience,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
activity level,gregariousness,True,True,Extraversion,Extraversion,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
persistence,drive,True,True,Motivation,motivation,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
orderliness,competence,True,True,Conscientiousness,Conscientiousness,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
stress tolerance,initiative,False,True,,Personality,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
perspective-taking,achievement-striving,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
competence,self-confidence,False,True,,Self-efficacy,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
future-mindedness,goal-directed behavior,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,"1. ""future-mindedness"", ""goal-directed behavior"", true, ""motivation"", ""The tendency to initiate and maintain goal-directed behavior, and the ability to delay gratification in pursuit of long-term goals."", ""The ability to think about and prepare for the future, and to make decisions based on their potential long-term consequences."", ""The process of generating a feeling or attitude, such as happiness or sadness, in response to a stimulus."", ""The ability to generate a feeling or attitude, such as happiness or sadness, in response to a stimulus."", ""The ability to think about and prepare for the future, and to make decisions based on their potential long-term consequences."", ""The ability to generate a feeling or attitude, such as happiness or sadness, in response to a stimulus."", ""The process of generating a feeling or attitude, such as happiness or sadness, in response to a stimulus."", ""The ability to think about and prepare for the future, and to make decisions based on their potential long"
aesthetic sensitivity,emotional regulation,False,True,,Personality,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
flexibility,anger,False,False,,,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
future-mindedness,excitement-seeking,False,True,,Personality traits,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
creativity,gregariousness,False,True,,Personality,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
activity level,drive,False,,,,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,"1. ""activity level"", ""drive"", true, ""motivation"", ""The internal drive or energy that initiates and sustains behavior towards a goal."", ""The intensity of bodily movements, such as walking, running, or jumping."", ""The internal drive or energy that initiates and sustains behavior towards a goal."", ""The intensity of bodily movements, such as walking, running, or jumping."", true, ""motivation"", ""The internal drive or energy that initiates and sustains behavior towards a goal."", ""The intensity of bodily movements, such as walking, running, or jumping."", true, ""motivation"", ""The internal drive or energy that initiates and sustains behavior towards a goal."", ""The intensity of bodily movements, such as walking, running, or jumping."", true, ""motivation"", ""The internal drive or energy that initiates and sustains behavior towards a goal."", ""The intensity of bodily movements, such as walking, running, or jumping."", true,"
self-worth,competence,False,True,,Self-efficacy,mixtral-8x22b-instruct,lora_70b_en_v1,psychology,
bear market,bull market,True,True,Stock Market Performance,Stock market trend,mixtral-8x22b-instruct,lora_70b_en_v1,finance,
stable rates,negative rates,True,True,Interest Rates,Interest Rate,mixtral-8x22b-instruct,lora_70b_en_v1,finance,
market rally,bull market,True,True,Stock Market Performance,Stock market trend,mixtral-8x22b-instruct,lora_70b_en_v1,finance,
quantitative easing,restrictive policy,True,True,Monetary Policy,Monetary Policy,mixtral-8x22b-instruct,lora_70b_en_v1,finance,
